iter	RMSE
362	16.3691826
363	16.27834514
364	16.15202328
365	16.0650876
366	15.94911231
367	15.85076665
368	15.71357652
369	15.60969389
370	15.51215646
371	15.39674241
372	15.26204397
373	15.15368112
374	15.0629972
375	14.9410563
376	14.85568988
377	14.75917225
378	14.68472707
379	14.63340598
380	14.56981408
381	14.4590391
382	14.37593336
383	14.26908948
384	14.17727532
385	14.07929186
386	13.95407625
387	13.88203928
388	13.76878652
389	13.72010744
390	13.65433809
391	13.52504241
392	13.43750366
393	13.36378335
394	13.30814566
395	13.19702293
396	13.10425468
397	13.01969428
398	12.91572889
399	12.82322478
400	12.74649797
401	12.70150782
402	12.64073107
403	12.50530534
404	12.39039298
405	12.28945476
406	12.20450309
407	12.12625985
408	12.03940931
409	11.99681232
410	11.92643764
411	11.8525228
412	11.76804574
413	11.6730458
414	11.59617682
415	11.52975198
416	11.45582013
417	11.36597468
418	11.31555681
419	11.2447065
420	11.13354793
421	11.05087971
422	11.00233052
423	10.90860461
424	10.82958043
425	10.75625374
426	10.69369761
427	10.63438197
428	10.59145863
429	10.53320266
430	10.46136544
431	10.40828229
432	10.35574616
433	10.27843519
434	10.226129
435	10.15408478
436	10.08277245
437	10.02183076
438	9.975145015
439	9.913040509
440	9.852471972
441	9.784624289
442	9.72685998
443	9.666361833
444	9.622690783
445	9.563305406
446	9.498341174
447	9.42229707
448	9.361072235
449	9.299542402
450	9.229577591
451	9.177284004
452	9.102517712
453	9.017424354
454	8.939473915
455	8.890483489
456	8.832045111
457	8.776092833
458	8.709021486
459	8.66941047
460	8.633703472
461	8.575435813
462	8.524624278
463	8.454140894
464	8.406667051
465	8.357293704
466	8.314736169
467	8.26907633
468	8.242674481
469	8.188815647
470	8.147714947
471	8.098472625
472	8.070245692
473	7.990001461
474	7.95665431
475	7.912080954
476	7.872036489
477	7.818857837
478	7.775343294
479	7.737326835
480	7.696642917
481	7.639812763
482	7.606168574
483	7.550250354
484	7.484782744
485	7.428288447
486	7.362362849
487	7.320361999
488	7.259559129
489	7.202864014
490	7.157700068
491	7.107275755
492	7.060670698
493	7.005589449
494	6.978476913
495	6.944573576
496	6.900380689
497	6.854405156
498	6.809508806
499	6.771791646
500	6.72322696
501	6.694536372
502	6.649671338
503	6.590416606
504	6.556006707
505	6.522525717
506	6.469255617
507	6.412896972
508	6.380522789
509	6.360024617
510	6.314418197
511	6.267379935
512	6.239934563
513	6.191104016
514	6.157248182
515	6.116685192
516	6.061401495
517	6.024858382
518	5.993907246
519	5.948874981
520	5.908191765
521	5.868529734
522	5.830201391
523	5.800106297
524	5.777670452
525	5.757436764
526	5.733094843
527	5.690179086
528	5.663347205
529	5.630467191
530	5.588994875
531	5.558571543
532	5.544322015
533	5.520124358
534	5.473223562
535	5.441673003
536	5.403974702
537	5.361062785
538	5.331303181
539	5.298918942
540	5.261672553
541	5.229256398
542	5.20465397
543	5.172845488
544	5.137934956
545	5.109430536
546	5.074590644
547	5.048965416
548	5.036251703
549	5.006220939
550	4.988019873
551	4.954645539
552	4.918819561
553	4.893670037
554	4.859402222
555	4.83097852
556	4.809208858
557	4.779640567
558	4.755268237
559	4.73271883
560	4.709744475
561	4.692273398
562	4.660490112
563	4.632093147
564	4.597813245
565	4.564274396
566	4.534061979
567	4.505240029
568	4.478143829
569	4.440656452
570	4.418341112
571	4.386660476
572	4.372097469
573	4.343844192
574	4.325541196
575	4.313174794
576	4.291742793
577	4.268725864
578	4.258079661
579	4.228091269
580	4.212359247
581	4.193693689
582	4.176168703
583	4.15378262
584	4.132675619
585	4.114846043
586	4.087491752
587	4.070381714
588	4.050228499
589	4.020998053
590	4.001662186
591	3.982573799
592	3.962737285
593	3.938374973
594	3.919203453
595	3.895961764
596	3.874223593
597	3.851180603
598	3.825561975
599	3.802154834
600	3.784055606
601	3.763289805
602	3.745999864
603	3.723311184
604	3.704287487
605	3.688816814
606	3.662842541
607	3.646715676
608	3.620362139
609	3.599766752
610	3.579866432
611	3.566926724
612	3.547617822
613	3.527279554
614	3.50965532
615	3.487573804
616	3.468072008
617	3.446254015
618	3.419482521
619	3.412358864
620	3.396297945
621	3.376335218
622	3.363860048
623	3.341634776
624	3.330575087
625	3.315036086
626	3.303432641
627	3.280644303
628	3.261780548
629	3.231208705
630	3.212047201
631	3.198866064
632	3.186333484
633	3.169681611
634	3.155580567
635	3.136818513
636	3.1259328
637	3.108068272
638	3.090438133
639	3.074397282
640	3.060419565
641	3.048641101
642	3.028457296
643	3.014859431
644	3.000654771
645	2.981585284
646	2.964521123
647	2.949458989
648	2.937067579
649	2.918119313
650	2.905093263
651	2.888733928
652	2.872285387
653	2.855414335
654	2.835641035
655	2.816756971
656	2.802033261
657	2.784638657
658	2.770355029
659	2.751411307
660	2.738942149
661	2.726210355
662	2.715510894
663	2.697117128
664	2.682511896
665	2.666160817
666	2.647105704
667	2.629618856
668	2.61799858
669	2.604760611
670	2.59094693
671	2.577065736
672	2.561600462
673	2.547686913
674	2.537165223
675	2.522759178
676	2.5086775
677	2.494130967
678	2.484541877
679	2.470059266
680	2.457473493
681	2.449017266
682	2.439099812
683	2.427152468
684	2.411383177
685	2.398732849
686	2.390259376
687	2.380119455
688	2.372742815
689	2.366334866
690	2.355089173
691	2.341810844
692	2.324168227
693	2.312862578
694	2.300533904
695	2.290717921
696	2.277263091
697	2.264759209
698	2.249717065
699	2.240994254
700	2.226625311
701	2.211722586
702	2.198190768
703	2.186559288
704	2.174801697
705	2.164069017
706	2.154118372
707	2.148537403
708	2.138781421
709	2.13046807
710	2.121812442
711	2.110587082
712	2.101786945
713	2.089831242
714	2.07450173
715	2.060970198
716	2.056014874
717	2.044039393
718	2.030423169
719	2.015911208
720	2.005734631
721	1.995496295
722	1.981980751
723	1.967848491
724	1.956452438
725	1.948622703
726	1.939046506
727	1.929656246
728	1.920536702
729	1.909809211
730	1.901687963
731	1.895346018
732	1.88473505
733	1.875669761
734	1.86462237
735	1.853914551
736	1.843442668
737	1.836639974
738	1.833670631
739	1.824171418
740	1.817820439
741	1.810406821
742	1.80245089
743	1.794148411
744	1.781844208
745	1.7711657
746	1.761246884
747	1.749118477
748	1.74195105
749	1.736866857
750	1.727641533
751	1.719196314
752	1.709712205
753	1.698864728
754	1.691618449
755	1.680551303
756	1.675685906
757	1.66487394
758	1.657534339
759	1.648784055
760	1.641176516
761	1.632736452
762	1.62386893
763	1.618144937
764	1.612204309
765	1.602997763
766	1.595154267
767	1.586517889
768	1.580248571
769	1.573569545
770	1.565968874
771	1.559302409
772	1.551629315
773	1.54372001
774	1.533729564
775	1.526058809
776	1.518382375
777	1.507836773
778	1.50006456
779	1.493759459
780	1.488518811
781	1.483517169
782	1.476075503
783	1.46852829
784	1.461395718
785	1.454121106
786	1.447234447
787	1.440412391
788	1.433293218
789	1.425735446
790	1.419559631
791	1.410780768
792	1.403394812
793	1.397321426
794	1.391344398
795	1.383549256
796	1.376924953
797	1.373114606
798	1.365945961
799	1.359764056
800	1.352659518
801	1.348413927
802	1.343868678
803	1.337290034
804	1.330533663
805	1.325772799
806	1.321202617
807	1.312526525
808	1.306259622
809	1.299228304
810	1.291342467
811	1.286526249
812	1.280870541
813	1.274575777
814	1.267278567
815	1.261808528
816	1.255837006
817	1.250699075
818	1.244044458
819	1.239846598
820	1.233936648
821	1.228843779
822	1.225078288
823	1.217301096
824	1.213815159
825	1.207355166
826	1.200509087
827	1.195470115
828	1.189451507
829	1.182807974
830	1.1783826
831	1.172701223
832	1.169620704
833	1.164376505
834	1.157514909
835	1.150979314
836	1.145967546
837	1.140788858
838	1.133397963
839	1.127262752
840	1.121604634
841	1.117330626
842	1.110272246
843	1.103989042
844	1.098908218
845	1.094703496
846	1.089911735
847	1.084929188
848	1.080393794
849	1.077885227
850	1.073435516
851	1.068983725
852	1.062920546
853	1.057130031
854	1.051768422
855	1.045565212
856	1.042052218
857	1.036838758
858	1.02974731
859	1.025800959
860	1.021441904
861	1.015529259
862	1.011238338
863	1.006127564
864	1.002184327
865	0.9976962149
866	0.9930086455
867	0.9872778485
868	0.9817410428
869	0.9765471985
870	0.9696089609
871	0.9640211155
872	0.9587460738
873	0.956158609
874	0.9539796227
875	0.9503102163
876	0.9444049126
877	0.9380907552
878	0.9329841871
879	0.9284907408
880	0.9245686367
881	0.9191595522
882	0.9166247422
883	0.9131704877
884	0.9086485178
885	0.9038279981
886	0.8992277688
887	0.8943141692
888	0.8918799184
889	0.8891699318
890	0.8849838837
891	0.8799950728
892	0.8767021178
893	0.873127899
894	0.8690639103
895	0.8648492451
896	0.8600510047
897	0.8567116913
898	0.8528456988
899	0.8487017849
900	0.8450818173
901	0.8422873344
902	0.8401000927
903	0.834580911
904	0.8298667754
905	0.8244886243
906	0.8200833748
907	0.8162735363
908	0.8129040347
909	0.8092800834
910	0.8056958881
911	0.802953654
912	0.7990726783
913	0.7962368977
914	0.7913469747
915	0.7882880514
916	0.7836810248
917	0.7797106969
918	0.7756780541
919	0.7720789452
920	0.7684659826
921	0.764699341
922	0.7628872647
923	0.7603311247
924	0.7555263428
925	0.7513776627
926	0.7480213722
927	0.7444278928
928	0.7409043247
929	0.7374643694
930	0.7329998454
931	0.7300508802
932	0.7259615284
933	0.7239187713
934	0.7205065572
935	0.7173621343
936	0.7138994285
937	0.7102347143
938	0.7073405116
939	0.703373079
940	0.7001328117
941	0.6969634135
942	0.6953859722
943	0.6914308202
944	0.6877771993
945	0.6840536448
946	0.6798644849
947	0.6760012864
948	0.6721285298
949	0.6686940372
950	0.6657475084
951	0.6641182515
952	0.6607276037
953	0.6573495609
954	0.6545188271
955	0.6508500094
956	0.6474502254
957	0.6444781231
958	0.641348756
959	0.6376791676
960	0.635626202
961	0.632665917
962	0.6293265273
963	0.6259775896
964	0.6238286289
965	0.6216990935
966	0.6182742154
967	0.6157364604
968	0.6129572657
969	0.6100436675
970	0.6068402887
971	0.6035576777
972	0.5997489583
973	0.5968826519
974	0.5941635547
975	0.5918227644
976	0.5889801056
977	0.5861735322
978	0.5833495009
979	0.5803755813
980	0.5769404443
981	0.5745360423
982	0.5717700808
983	0.5687550353
984	0.5659641192
985	0.5631212306
986	0.5605220126
987	0.5587369787
988	0.5561476853
989	0.554561446
990	0.552182469
991	0.5485144009
992	0.5459845824
993	0.5442750355
994	0.5415602838
995	0.53879133
996	0.5351740449
997	0.5319498313
998	0.5298302249
999	0.5272281032
